X,Y,gml_id,lokalId,navnerom,versjonId,kommunenummer,datauttaksdato,oppdateringsdato,målemetode,skolenavn,lavesteTrinn,høyesteTrinn,nsrId,organisasjonsnummer,epostadresse,organisasjonsnavn,eier|Skoleeier|organisasjonsnummer,telefonnummer,eierforhold,antallAnsatte,adressenavn,postnummer,poststed,postadresse|Postadresse|postnummer,fylkesnummer,kontaktinformasjon|Kontaktinformasjon|epostadresse,kontaktinformasjon|Kontaktinformasjon|telefonnummer,iDrift,webside,antallElever,postadresse|Postadresse|adressenavn,postadresse|Postadresse|poststed
5.73302772996167,58.8509805502702,id9fa04380-f5a1-4b7e-94f3-16e6e0c3f256,04500a0b-a536-411d-a235-8134c0693e6e,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,1108,2020-06-29T20:01:30,2020-06-18T16:08:53,63,Akademiet Sandnes,11,13,1009490,987546603,sandnes@akademiet.no,Akademiet Sandnes AS,887504822,51905530,Privat,34,Langgata 1,4306,SANDNES,4306,11,sandnes@akademiet.no,51905530,Ja,www.akademiet.no/vgs/skolesteder/sandnes/,,Postboks 3223,Sandnes
7.17282806580214,62.7397188575656,id21e37b3e-99a8-4e67-b138-989e2113e232,342d07fa-5b45-4f4e-99fe-582042bb15be,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,1506,2020-06-29T20:01:30,2020-03-14T01:09:21,63,Akademiet Vgs Molde AS,11,13,1003954,888535322,molde@akademiet.no,Akademiet Vgs Molde AS,981120973,71255122,Privat,9,Frænavegen 16,6415,MOLDE,6415,15,molde@akademiet.no,71246670,Ja,,,Postboks 2126,Molde
6.1503151476507,62.4734016450532,idd82090c6-66e6-45ef-a438-97d42d8d2ae4,d3ee721e-67c2-4534-a662-d16f10645104,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,1507,2020-06-29T20:01:30,2020-05-15T16:12:58,63,Akademiet Vgs Ålesund AS,11,13,1009130,984800746,alesund@akademiet.no,Akademiet Vgs Ålesund AS,884744342,70134210,Privat,49,Molovegen 5,6004,ÅLESUND,6004,15,alesund@akademiet.no,70134210,Ja,,,Postboks 943  Sentrum,Ålesund
10.1715684459004,59.748731470033,id3c5052da-411c-44bd-b240-fe5147db7e6e,0348f399-0e22-4067-9db0-3c2674e91f03,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,3005,2020-06-29T20:01:30,2020-03-14T01:11:01,63,Akademiet Ypsilon videregående skole AS,11,13,1009831,988938424,ypsilon@akademiet.no,Akademiet Ypsilon videregående skole AS,988930695,32808340,Privat,29,Landfalløya 26,3023,DRAMMEN,3023,30,ypsilon@akademiet.no,32808340,Ja,www.akademiet.no,200,,
12.608573558683,66.0158952585237,id293878ee-d165-4987-8c53-efe69455b311,734c0998-6607-48fd-acb3-00bb42aeba83,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,1820,2020-06-29T20:01:30,2020-03-14T00:38:54,63,Alstahaug videregående skole,11,13,1005916,974621398,,,,,Offentlig,34,Søvik,8800,SANDNESSJØEN,8800,18,post@alstahaug.vgs.no,75063800,Nei,www.alstahaug.vgs.no,,,
23.2978241109091,69.9746568021842,id73ab7021-b69d-4a82-a6a2-01ad83b84865,fed8aa80-34a0-4be3-b4ea-3332fe580d99,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,5403,2020-06-29T20:01:30,2020-03-14T00:52:06,63,Alta videregående skole,11,13,1005927,974622750,postmottak@tffk.no,Troms og Finnmark fylkeskommune,922420866,,Offentlig,300,Skoleveien 15,9510,ALTA,9510,54,altavgs-postmottak@ffk.no,78964500,Ja,www.alta.vgs.no/,,,
5.33807703153299,60.385663136435,id1a0f570e-b71a-48de-a21d-948e1fc3bd17,fb329ac7-6ad6-44fb-8173-3b49156d99c8,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,4601,2020-06-29T20:01:30,2020-06-18T16:07:25,63,Amalie Skram videregående skole,1,13,1011583,999546560,post@vlfk.no,Vestland fylkeskommune,821311632,5557,Offentlig,150,Lungegårdskaien 40,5015,BERGEN,5015,46,Post.amv@hfk.no,,Ja,skole.hfk.no/amalieskramvgs/,,Postboks 7900,Bergen
16.1291147695844,69.3169640114601,idd782fdff-cc15-4ada-b0d1-5ca3d19c14c7,6e01dc20-e74f-486c-a184-17486d84110b,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,1871,2020-06-29T20:01:30,2020-05-15T16:11:17,63,Andøy videregående skole,11,13,1005888,974621029,post@nfk.no,Nordland fylkeskommune,964982953,75650000,Offentlig,39,Borgergata 22,8480,ANDENES,8480,18,post.andoy@vgs.nfk.no,75656100,Ja,www.andoy.vgs.no,,Postboks 14,Andenes
11.0769135186208,60.8043089578924,id79dd1523-9b00-4bf7-aa74-9591b82616d1,b4751120-013e-4dbf-bb41-5dbe6596e0c7,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,403,2020-06-29T20:01:30,2020-03-14T01:04:46,63,Ankerskogen videregående skole,11,13,1005173,974571889,,,,,Offentlig,150,Ringg 161,2318,HAMAR,2318,4,ankerskogen.vgs@hedmark-f.kommune.no,62536100,Nei,www.ankerskogen.vgs.no/,,Postboks 84,Hamar
8.08402645123232,58.182979601274,id9494633b-d2f0-4f14-9620-49fc2f4c09e4,bf2be71c-c81d-4588-8ed0-2d0e1d90e156,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,4204,2020-06-29T20:01:30,2020-04-28T16:13:54,63,Ansgar Bibelskole AS,11,13,1004110,973112376,post@ansgarskolen.no,Ansgar Bibelskole AS,889205512,38106599,Privat,24,Fredrik Franssons Vei 4,4635,KRISTIANSAND S,4635,42,post@ansgarskolen.no,38106599,Ja,www.ansgarskolen.no,,,
8.76475679465543,58.463257997609,id609f2594-0724-4389-bd6d-b910537e7d22,3eac3816-49d0-4782-88ce-bc345da939ed,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,906,2020-06-29T20:01:30,2020-05-11T16:01:55,63,Arendal Maritime videregående skole,11,13,1005215,974573849,,,,,Offentlig,74,Fløyveien 12,4838,ARENDAL,4838,9,amvs@arendalmar.vgs.no,37004200,Nei,www.arendalmar.vgs.no,,,
8.76989977553447,58.4630609026509,id3fe15720-2e91-4ef1-adf3-e2d2311a4a3f,baef1266-77f3-4d14-bdbb-aaa33fe74721,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,4203,2020-06-29T20:01:30,2020-03-14T01:14:14,63,Arendal videregående skole,11,13,1005213,974573822,postmottak@agderfk.no,Agder fylkeskommune,921707134,38050000,Offentlig,4,Mølleheia 12,4841,ARENDAL,4841,42,postmottak@arendal.vgs.no,37000200,Ja,www.arendal.vgs.no,,Postboks 325,Arendal
8.7640548498218,58.4580116760158,idf8a0b6d9-0000-4daf-9d3c-ba0fb4585a61,8d6752a5-e160-444d-8f83-217270addf2b,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,4203,2020-06-29T20:01:30,2020-03-14T01:14:12,63,Arendal videregående skole,11,13,1005218,974573873,postmottak@agderfk.no,Agder fylkeskommune,921707134,38050000,Offentlig,150,Kirkebakken 8,4836,ARENDAL,4836,42,postmottak@arendal.vgs.no,37000200,Ja,www.arendal.vgs.no,,Postboks 325,Arendal
5.46504473804777,60.4458890621736,idef13136d-84aa-4934-a969-5111b1e3cdcf,8fc0e4a7-304d-495c-ae2a-178fe328c591,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,1201,2020-06-29T20:01:30,2020-03-14T00:39:24,63,Arna gymnas,11,13,1004934,974557053,,,,,Offentlig,29,Garnesstølen 63,5264,GARNES,5264,12,,55240431,Nei,www.hordaland-f.kommune.no/arg/,,,
5.46022284033398,60.4425613597666,id77901bac-4e01-45dc-ba89-3337460d79bd,2c03679e-d5e2-48b7-92f9-04e4a0127e71,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,4601,2020-06-29T20:01:30,2020-06-18T16:07:20,63,Arna vidaregåande skule,11,13,1004953,974557444,post@vlfk.no,Vestland fylkeskommune,821311632,5557,Offentlig,54,Vestlivegen 43,5260,INDRE ARNA,5260,46,post.ary@hfk.no,55241005,Ja,skole.hfk.no/arnavgs,,,
10.437457330773,59.8315903412316,id3d530ce6-d4b6-455b-a2b2-5ee17e01bbac,e40b0e5f-ba0f-427b-9ad7-138c14c99048,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,3025,2020-06-29T20:01:30,2020-04-28T16:16:36,63,Asker videregående skole,11,13,1005391,974587742,post@viken.no,Viken fylkeskommune,921693230,32300000,Offentlig,150,Fredtunveien 81,1386,ASKER,1386,30,post@asker.vgs.no,66907240,Ja,www.asker.vgs.no,,,
11.1606028097168,59.5752390233494,id3af1d86f-cc73-4627-bd48-9cb39be3886b,fa69441f-4e15-4e86-9d5a-6ebc92bf3e1d,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,3014,2020-06-29T20:01:30,2020-06-18T16:10:58,63,Askim videregående skole,11,13,1004793,974544504,post@viken.no,Viken fylkeskommune,921693230,32300000,Offentlig,200,Vammaveien 100g,1813,ASKIM,1813,30,askim.vgs@ostfoldfk.no,69816300,Ja,www.askim.vgs.no/,,Postboks G,Askim
5.21795407636953,60.4175975325764,id2c629f81-920b-4fb2-9c32-41c520000be2,13f94c39-2c2f-4134-b112-a395e013054b,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,4627,2020-06-29T20:01:30,2020-06-18T16:07:23,63,Askøy videregående skole,11,13,1004959,974557533,post@vlfk.no,Vestland fylkeskommune,821311632,5557,Offentlig,84,Søre Myrane 13,5300,KLEPPESTØ,5300,46,post.asv@hfk.no,57307800,Ja,skole.hfk.no/askoyvgs,530,,
14.3843571735005,67.2792010915703,id7879ca89-0a4a-48ff-8c9a-c18c0281755c,aee3a0c3-58c7-4c8b-b514-2fb35ab69cf3,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,1804,2020-06-29T20:01:30,2020-03-14T00:38:56,63,Asphaugen videregående skole,11,13,1005904,974621231,,,,,Offentlig,300,Amtm Heggesv 3,8002,BODØ,8002,18,Post@asphaugen.vgs.no,75522506,Nei,www.asphaugen.vgs.no,,,
7.73628926919953,63.1264950739202,id0496a886-8970-473b-9702-47d2b3c4c505,b117244e-3918-41ce-9904-c6a057acb54b,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,1505,2020-06-29T20:01:30,2020-06-05T16:06:28,63,Atlanten videregående skole,11,13,1005257,974576473,post@mrfylke.no,Møre og Romsdal fylkeskommune,944183779,71258000,Offentlig,84,Dalaveien 25,6511,KRISTIANSUND N,6511,15,atlanten.vgs@mrfylke.no,71283800,Ja,www.atlanten.vgs.no,,,
14.566100977783,68.2364355497185,id244281ae-34de-41fb-984e-b9275235ce3b,9f6697a0-d5da-48f8-b901-273b71151d54,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,1865,2020-06-29T20:01:30,2020-05-15T16:11:16,63,Aust-Lofoten videregående skole,11,13,1005895,974621134,post@nfk.no,Nordland fylkeskommune,964982953,75650000,Offentlig,99,Gymnasgata 13,8300,SVOLVÆR,8300,18,post.austlofoten@vgs.nfk.no,75655000,Ja,www.aust-lofoten.vgs.no,,Postboks 237,Svolvær
4.9373147715195,60.7885181712412,idd8dd9c71-e5a4-4981-8331-adbbaaea32a7,d71cbecf-f287-4ab6-ace5-38d2bb2f696c,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,4632,2020-06-29T20:01:30,2020-05-15T16:11:09,63,Austrheim vidaregåande skule,11,13,1004957,974557509,post@vlfk.no,Vestland fylkeskommune,821311632,5557,Offentlig,39,Mastrevikane 44,5943,AUSTRHEIM,5943,46,post.auv@hfk.no,56168000,Ja,skole.hfk.no/austrheimvgs,,,
9.70564851865795,59.0447788653294,id49babc9b-f855-4060-9666-1504700777da,8fe93d02-eaeb-4cb6-86c7-774772858439,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,3813,2020-06-29T20:01:30,2020-03-16T15:17:06,63,Bamble videregående skole,11,13,1005133,974568179,post@vtfk.no,Vestfold og Telemark fylkeskommune,821227062,35917000,Offentlig,64,Tostrups Vei 7,3960,STATHELLE,3960,38,croftholmen.vgs@t-fk.no,35917900,Ja,www.croftholmen.vgs.no/,,Postboks 2844,Skien
9.70320666282509,59.0276116655932,id2e14516b-acf7-4de7-bb10-88b7fc89baf8,ed2e36dd-0dde-4ea3-a72c-aee9b8304f69,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,3813,2020-06-29T20:01:30,2020-04-28T16:16:20,63,Bamble videregående skole,11,13,1005129,974568098,post@vtfk.no,Vestfold og Telemark fylkeskommune,821227062,35917000,Offentlig,49,Tønderveien 6,3961,STATHELLE,3961,38,bamble.vgs@vtfk.no,35919400,Ja,www.bamble.vgs.no,,Postboks 2844,Skien
18.4850456764528,69.0553276590177,id8e9e8f22-d8cd-4f52-be8f-f45d4bba46a9,f1612587-2304-405c-bd9d-377eb2b5fbb9,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,5418,2020-06-29T20:01:30,2020-03-14T01:14:58,63,Bardufoss videregående skole,11,13,1004830,974546817,postmottak@tffk.no,Troms og Finnmark fylkeskommune,922420866,,Offentlig,150,Ole Reistads Vei 53,9325,BARDUFOSS,9325,54,post.bardufoss@tromsfylke.no,77789300,Ja,www.bardufoss.vgs.no,,,
18.1579827804008,69.1457500141842,id3684bc14-456e-4d9b-b377-6a0c7ca3acd2,d4369a7f-5025-4946-bb0a-12b252afc305,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,1925,2020-06-29T20:01:30,2020-05-25T16:01:17,63,Bardufoss videregående skole Sørreisa,11,13,1004832,974546841,,,,,Offentlig,4,Skoleveien 15,9310,SØRREISA,9310,19,,,Nei,www.bardufoss.vgs.no/,,,
10.7458604056812,59.9479216445779,ide22a6435-4b9c-449a-8e11-060b67c64276,0e7c282e-447a-4952-93c1-5a3b4bb3beb3,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,301,2020-06-29T20:01:30,2020-03-14T00:52:36,63,Berg videregående skole,11,13,1005525,974590832,postmottak@oslo.kommune.no,Oslo kommune,958935420,2180,Offentlig,64,J Colletts Alle 106,870,OSLO,870,3,,22235540,Nei,www.berg.vgs.no/,,,
5.73724329710902,58.9673064509619,id608b4a8f-7c84-4a21-a7ac-21f702b8d2c5,92bb29bc-1005-4b0a-9f07-37b791bf3cc9,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,1103,2020-06-29T20:01:30,2020-03-14T00:51:58,63,Bergeland videregående skole,11,13,1005954,974624532,firmapost@rogfk.no,Rogaland fylkeskommune,971045698,51516600,Offentlig,150,Vaisenhusgata 50,4012,STAVANGER,4012,11,bergeland-vgs@rogfk.no,51842200,Ja,www.bergeland.vgs.no,,Postboks 560  Sentrum,Stavanger
5.35594947955499,60.3780450729959,id1b3d3a6c-bcba-42e8-9968-e8de0b4f3482,22037b39-9d83-431b-a6ed-56db2d4f00f8,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,4601,2020-06-29T20:01:30,2020-03-14T00:40:18,63,Bergen Bibelskole,11,13,1004502,973937979,post@bergenbibelskole.no,Bergen Bibelskole,912333221,,Privat,9,Møllendalsbakken 6,5009,BERGEN,5009,46,post@bergenbibelskole.no,,Ja,www.bergenbibelskole.no,,,
5.3309517706962,60.3927093321913,id2dfa82e2-15ba-4bfd-946b-48b7f19660df,0f53dcef-156f-43f0-ba88-4788b6281fad,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,1201,2020-06-29T20:01:30,2020-03-14T00:39:13,63,Bergen Handelsgymnasium avd Nygaten,11,13,1004970,974557681,,,,,Offentlig,,Nyg 9,5017,BERGEN,5017,12,,,Nei,,,,
5.33083754330706,60.3933982392447,id45a109c1-488b-4356-8f95-0131fc340844,b22e07de-a510-4884-98c9-4afb09e8c655,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,4601,2020-06-29T20:01:30,2020-03-14T00:55:23,63,Bergen katedralskole,11,13,1003461,874557102,post@vlfk.no,Vestland fylkeskommune,821311632,5557,Offentlig,150,Kong Oscars Gate 36,5017,BERGEN,5017,46,post.bks@hfk.no,55338200,Ja,skole.hfk.no/bergenkatedralskole,,Postboks 414  Marken,Bergen
5.33362144242953,60.3854173111346,id8e0486b8-56c7-4432-8f6f-6c4767b3cdc4,9959f1df-ff4f-43b1-92b9-66f6721a2e9d,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,4601,2020-06-29T20:01:30,2020-03-16T15:11:56,63,Bergen Maritime videregående skole,11,13,1003463,874557692,post@vlfk.no,Vestland fylkeskommune,821311632,5557,Offentlig,44,Odd Frantzens Plass 6,5008,BERGEN,5008,46,post.bmv@hfk.no,55337500,Ja,skole.hfk.no/nb-NO/skole/bergen-maritime-videregaende-skole/,,Postboks 6065,Bergen
5.33137879347164,60.3874631114136,id6f6938c2-a5c4-469d-ae3e-880908217840,a43d5882-ab6f-4a6b-8cc4-0935fabdd375,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,4601,2020-06-29T20:01:30,2020-03-14T00:34:17,63,Bergen Private gymnas AS,11,13,1009775,988602671,post@bpg.no,Bergen Private gymnas AS,988594024,,Privat,54,Lars Hilles Gate 17,5008,BERGEN,5008,46,post@bpg.no,,Ja,www.metis.no,,Postboks 3 Nygårdstangen,Bergen
5.337006894002,60.3905483444948,idbf13f7f5-3177-4684-a343-55163aa22ea2,112317da-46fb-4e81-b771-a82558f106a1,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,1201,2020-06-29T20:01:30,2020-05-11T16:01:56,63,Bergens Handelsgymnasium,11,13,1004938,974557118,hfk@post.hfk.no,Hordaland fylkeskommune,938626367,55239000,Offentlig,49,Kalfarv 2,5018,BERGEN,5018,12,,55337200,Nei,,,Postboks 413  Sentrum,Bergen
5.11735386694338,60.3446186374532,id29d43fb3-2d99-4718-bdb3-26400ca746f7,e54b1c1a-e189-456a-affc-5a27ca12642e,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,4626,2020-06-29T20:01:30,2020-06-18T16:09:07,63,Bibelskolen Bildøy,11,13,1004726,974135604,post@bildoybibelskole.no,Bibelskolen Bildøy Bergen AS,989071483,56316316,Privat,29,Steinsvikvegen 56,5353,STRAUME,5353,46,post@bbb.vgs.no,56316316,Ja,www.bbb.vgs.no,,,
8.56593194497802,58.3116864325593,id5c3a69da-2723-477f-bb85-d90ccd664c15,d6132ab6-265a-4a33-8fe6-60402f8289a8,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,4202,2020-06-29T20:01:30,2020-04-28T16:10:37,63,Bibelskolen i Grimstad,11,13,1004191,973388436,post@bibelskolen.no,Bibelskolen i Grimstad Normisjon,971517441,37256800,Privat,29,Østerhusmonen 81,4879,GRIMSTAD,4879,42,post@bibelskolen.no,37256800,Ja,www.bibelskolen.no,,,
10.3923709487174,63.4286161365923,id49d748f2-3ab5-4f3b-ba78-de7a48585118,65259f48-207e-4351-aba8-d3c0c7184188,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,5001,2020-06-29T20:01:30,2020-04-16T16:09:48,63,Bibelskolen i Trondheim,11,13,1006288,975146960,heidi@bibelskolenitrondheim.no,Bibelskolen i Trondheim,974938170,,Privat,9,Prinsens Gate 10b,7012,TRONDHEIM,7012,50,heidi@bibelskolenitrondheim.no,,Ja,www.bibelskolenitrondheim.no,,,
5.73962045073309,58.9683737046497,idb7f2d6d1-84e7-4e45-9530-4c03dcbc4109,7da08093-098d-4835-8bce-c6ab4c1f1570,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,1103,2020-06-29T20:01:30,2020-06-03T16:13:37,63,Bibelskolen Link,11,13,1011871,996768856,academy@hillsong.no,Bibelskolen Link,896740202,,Privat,4,Kirkebakken 34,4012,STAVANGER,4012,11,academy@hillsong.no,,Ja,hillsong.com/norway/academy,,Postboks 46,Stavanger
11.0153815796795,59.9817148182837,id5c193ba3-4ec1-49c9-ae55-9a50c3462616,9d9a637f-dc48-483f-bfd2-0f22fbc20c92,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,3030,2020-06-29T20:01:30,2020-03-16T15:14:13,63,Bibelskolen Oslo Kristne Senter,11,13,1004100,973067516,bibelskolen@oks.no,Bibelskolen Oslo Kristne Senter,987091576,64846430,Privat,14,Trondheimsveien 50f,2007,KJELLER,2007,30,bibelskolen@oks.no,63802080,Ja,www.bibelskole.no,,Trondheimsveien 50A,Kjeller
10.2556565262898,59.2491688383962,id788d7386-30a5-4f96-81e0-4bea8333723c,f97511a5-3ce4-4669-ac8f-4963af73ccc5,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,3804,2020-06-29T20:01:30,2020-05-04T16:12:37,63,Bibelskolen på Fossnes,11,13,1003407,873668482,bibelskolen@nll.no,Bibelskolen på Fossnes,988884286,33338900,Privat,4,Valberggrenda 13b,3160,STOKKE,3160,38,bibelskolen@nll.no,33338900,Ja,www.fossnes.no,,,
5.33865045201954,60.377219283967,id23c18327-515b-493f-9984-c8db9aca5306,3e1083ff-31d6-495a-ab9a-4e179b5af9e5,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,4601,2020-06-29T20:01:30,2020-03-16T15:14:18,63,Bibelskolen Substans,11,13,1004451,973840991,johnny@bibelskolensubstans.no,Bibelskolen Substans,887769982,55987800,Privat,14,Fjøsangerveien 28,5053,BERGEN,5053,46,johnny@bibelskolensubstans.no,,Ja,www.substans.co,,,
10.8364790898417,59.9410362729356,id015cb391-89e6-4305-a2ef-a4ea21679fae,03efe849-4a3c-47c1-9fc3-412734e355b6,https://data.geonorge.no/sosi/befolkning/videregaende,20190301,301,2020-06-29T20:01:30,2020-03-14T00:52:29,63,Bjerke videregående skole,11,13,1005541,974591006,postmottak@oslo.kommune.no,Oslo kommune,958935420,2180,Offentlig,150,Statsråd Mathiesens Vei 25,594,OSLO,594,3,postmottak@ude.oslo.kommune.no,23468540,Ja,bjerke.vgs.no,39,Postboks 6127 Etterstad,Oslo
